"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.img_0_id","Answer.img_0_word_0","Answer.img_0_word_1","Answer.img_0_word_2","Answer.img_0_word_3","Answer.img_0_word_4","Answer.img_1_id","Answer.img_1_word_0","Answer.img_1_word_1","Answer.img_1_word_2","Answer.img_1_word_3","Answer.img_1_word_4","Answer.img_2_id","Answer.img_2_word_0","Answer.img_2_word_1","Answer.img_2_word_2","Answer.img_2_word_3","Answer.img_2_word_4","Answer.img_3_id","Answer.img_3_word_0","Answer.img_3_word_1","Answer.img_3_word_2","Answer.img_3_word_3","Answer.img_3_word_4","Answer.img_4_id","Answer.img_4_word_0","Answer.img_4_word_1","Answer.img_4_word_2","Answer.img_4_word_3","Answer.img_4_word_4","Answer.img_5_id","Answer.img_5_word_0","Answer.img_5_word_1","Answer.img_5_word_2","Answer.img_5_word_3","Answer.img_5_word_4","Answer.img_6_id","Answer.img_6_word_0","Answer.img_6_word_1","Answer.img_6_word_2","Answer.img_6_word_3","Answer.img_6_word_4","Answer.img_7_id","Answer.img_7_word_0","Answer.img_7_word_1","Answer.img_7_word_2","Answer.img_7_word_3","Answer.img_7_word_4","Answer.img_8_id","Answer.img_8_word_0","Answer.img_8_word_1","Answer.img_8_word_2","Answer.img_8_word_3","Answer.img_8_word_4","Answer.img_9_id","Answer.img_9_word_0","Answer.img_9_word_1","Answer.img_9_word_2","Answer.img_9_word_3","Answer.img_9_word_4","Answer.treatment_id","Approve","Reject"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","30JNVC0OR9JEI0VIHS4VDCWBD7JHQX","A2LFVIC3OBEE1L","Submitted","Fri Mar 28 10:13:13 GMT 2014","Fri Mar 28 10:17:56 GMT 2014","Sat Apr 12 03:17:56 PDT 2014","","","","283","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","nut","health","brown","beanut","taste","ingredients_1","color","paste","taste","meal","food","ingredients_2","green","taste","lime","chilli","hot","ingredients_3","ingredient","cake","taste","food","cook","ingredients_4","vegetable","taste","food","green","health","test_0","good","share","food","colorful","taste","test_1","food","taste","serve","ready","eat","test_2","food","eat","taste","ready","fried","test_3","chines","cook","food","taste","health","test_4","presentation","taste","food","bread","health","2"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","31Z0PCVWUKEUHRHYLNCER4I4I97T71","A1Q6IR9E7MW3BM","Submitted","Fri Mar 28 04:04:01 GMT 2014","Fri Mar 28 04:08:45 GMT 2014","Fri Apr 11 21:08:45 PDT 2014","","","","284","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","chinese","dragon","new","year","costume","cultural_1","play","costumes","theater","stage","performance","cultural_2","music","guitars","sombrero","suit","happy","cultural_3","england","horses","hounds","lawn","chase","cultural_4","rodeo","cowboy","hat","crowd","action","test_0","food","india","tradition","sauces","color","test_1","pasta","chianti","pizza","food","wine","test_2","dumplings","serving","food","plates","fried","test_3","sushi","display","fish","japan","plate","test_4","russia","bread","bowl","ornaments","soup","6"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","326O153BMIX89H0BM5Q5SASZ2C7DED","AHLVAVDNE9WI0","Submitted","Fri Mar 28 10:50:49 GMT 2014","Fri Mar 28 10:56:07 GMT 2014","Sat Apr 12 03:56:07 PDT 2014","","","","318","0% (0/0)","0% (0/0)","0% (0/0)","ambiguous_0","food","tasty","healthy","hotdog","fruit","ambiguous_1","food","healthy","tomato","colorful","tasty","ambiguous_2","food","unhealthy","not nice","bad","partial","ambiguous_3","looking nice","food","tomato","colorful","healthy","ambiguous_4","yummy","tasty","colorful","healthy","lemon","test_0","good","festival","verity","foods","tasty","test_1","verity","colorful","tasty","foods","healthy","test_2","food","uncooked","verity","colorful","healthy","test_3","colorful","looking nice","uncooked","tasty","healthy","test_4","soup","statue","cake","colorful","redish","5"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","336KAV9KYQRJCCJMPHII3UTBNXJ2Y4","A2OK57Y4D4TDTK","Submitted","Fri Mar 28 10:15:34 GMT 2014","Fri Mar 28 10:25:36 GMT 2014","Sat Apr 12 03:25:36 PDT 2014","","","","602","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","dragon","China","New Year","costumes","parade","cultural_1","dance","Cossacks","Kozachok","spears","stage","cultural_2","Mariachi","Mexico","sombrero","guitar","violin","cultural_3","fox hunt","England","hounds","riding","outdoors","cultural_4","rodeo","cowboy","USA","wild horse","riding","test_0","Ganesha","India","food offerings","indian cousine","statue","test_1","Italian food","pizza","wine","pasta","tomatoes","test_2","Food","rolls","spring rolls","cabbage","plates","test_3","Sushi","Japan","Makizushi","Nigirizushi","sea food","test_4","matryoshka dolls","Russia","borsch","bread","plates","6"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","33ISQZVXPPLJ7RAJQIPZIGAEVZ2CC0","A11KMASRERFP0V","Submitted","Fri Mar 28 04:25:30 GMT 2014","Fri Mar 28 04:28:52 GMT 2014","Fri Apr 11 21:28:52 PDT 2014","","","","202","100% (52/52)","0% (0/0)","0% (0/0)","ambiguous_0","sausage","bread","vegetables","sauce","delicious","ambiguous_1","pasta","tomatoes","vegetables","Italian","Parsley","ambiguous_2","fancy","fish","vegetables","sauce","small","ambiguous_3","tomatoes","cheese","chicken","brocolli","vegetables","ambiguous_4","lemon","fish","pasta","combination","sauce","test_0","Indian","vegetables","sauce","Dumplings","Tomatoes","test_1","wine","pizza","calzone","spaghetti","tomatoes","test_2","Chinese","eggrolls","Fancy","combination","Pork","test_3","sushi","rice","fish","raw","vegetables","test_4","bread","sauce","tomatoes","garnish","dipping","3"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","35GCEFQ6I5N82KPAP3Y60B75Z6J3Z5","AMMTPFOPT7RCU","Submitted","Fri Mar 28 14:01:15 GMT 2014","Fri Mar 28 14:11:39 GMT 2014","Sat Apr 12 07:11:39 PDT 2014","","","","624","100% (31/31)","0% (0/0)","0% (0/0)","ingredients_0","nuts","healthy","almonds","tasty","peanuts","ingredients_1","burger","recipe","cooking","preparation","food","ingredients_2","sour","spicy","citric","green","Indian","ingredients_3","spices","recipe","cooking","preparation","baking","ingredients_4","onions","cooking","pickle","preparation","spicy","test_0","India","Traditional","Religion","God","Festival","test_1","Gourmet","Restaurant","Salad","Lunch","Tasty","test_2","Steamed","Rolls","fried","delicious","snacks","test_3","sea food","raw","colorful","display","gourmet","test_4","traditional","soup","bread","chinese","dolls","2"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","35K3O9HUABC571E7DBLVGAVKEPBFEE","A3FTQZ7K1HLZK9","Submitted","Fri Mar 28 09:01:08 GMT 2014","Fri Mar 28 09:07:39 GMT 2014","Sat Apr 12 02:07:39 PDT 2014","","","","391","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","China","Culture","China","tradtional","function","cultural_1","china","art","dance","show","war dance","cultural_2","music","hat","keyboard","cuitar","beach","cultural_3","dog","show","horse","park","riding","cultural_4","horse","race","competion","gray","execitment","test_0","hindu","culture","ganapthy","idol","food","test_1","food","pizza","wine","sandwich","garlic","test_2","indian","tradition","food","sweet","karam","test_3","sea","food","fish","crab","sweet","test_4","soup","bread","toys","salt","sweet","6"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","35USIKEBNRFDIEY95HLACRCGYHYN6U","A340YB3OS5TW8T","Submitted","Fri Mar 28 07:03:08 GMT 2014","Fri Mar 28 07:13:09 GMT 2014","Sat Apr 12 00:13:09 PDT 2014","","","","601","100% (1/1)","0% (0/0)","0% (0/0)","cultural_0","CEREMONY","FESTIVEL","FUNCTION","CELEBERATING","DRAGON","cultural_1","STAGE SHOW","DANCE","TEAM","PERFORMANCE","ACTING","cultural_2","MUSIC","HAT","GUITAR","VIOLIN","BAND","cultural_3","DOGS","HORSES","RIDING","RACE","SOLDIERS","cultural_4","GALLERY","HORSE","SKIDING","JOCKY","ARENA","test_0","POOJA","SNACKS","RELIGEOUS","GANESH","FOOD","test_1","TABLE","WINE","DISHES","PIZZA","SANDWICH","test_2","BOX","SNACKS","PLATE","ROLLS","TIFFEN","test_3","NON VEG","MEAT","PRAWN","GRAB","SWEET","test_4","TOY","SOUP","SNACKS","BOWL","PLATE","6"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","36ZN444YTRXBTJTM8XUCOJ2QXI4IO4","A3K108Z21OMX5P","Submitted","Fri Mar 28 04:22:07 GMT 2014","Fri Mar 28 04:35:49 GMT 2014","Fri Apr 11 21:35:49 PDT 2014","","","","822","0% (0/0)","0% (0/0)","0% (0/0)","ambiguous_0","delicious","franks","platter","spicy","sasage","ambiguous_1","medley","pasta","salad","tomato","asparagus","ambiguous_2","salmon","masago","delicacy","japanese","creamy","ambiguous_3","traditional","baked","tomato","classic","chicken","ambiguous_4","german","potato","fried","veal","colorless","test_0","punjab","nan","curry","traditional","indian","test_1","italian","bread","garlic","authentic","delightful","test_2","asian","wanton","lunch","traditional","authentic","test_3","sushi","platter","colorful","artistic","share","test_4","russian","lunch","attractive","simple","tomato","3"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","379J5II41OFR7TO3ZMOTBN04BLMEL7","A3A45A5YUM61LK","Submitted","Fri Mar 28 12:33:45 GMT 2014","Fri Mar 28 12:44:26 GMT 2014","Sat Apr 12 05:44:26 PDT 2014","","","","641","100% (141/141)","100% (15/15)","0% (0/0)","ambiguous_0","bread","sauce","banana","leaf","jam","ambiguous_1","pasta","tomato","lemon","leaf","noodles","ambiguous_2","chicken","egg","cream","sauce","onion","ambiguous_3","tomato","pepper","rotti","fruits","veg","ambiguous_4","potato","rotti","banana","bread","chilli","test_0","sweets","snacks","milk","jangri","fruits","test_1","drinks","pizza","tomato","rotti","sauce","test_2","cake","cutlet","chips","snacks","non veg","test_3","jom roll","sweet roll","sweets","cakes","cherri","test_4","cake","sauce","jam","curry","non veg","5"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","37UQDCYH6XU9UJLNQICTSM6PGXPV7S","AL7XNQINGQOQ5","Submitted","Fri Mar 28 13:05:39 GMT 2014","Fri Mar 28 13:13:32 GMT 2014","Sat Apr 12 06:13:32 PDT 2014","","","","473","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","nuts","health","dry","mix","eat","ingredients_1","food","recipe","cooking","raw material","eating","ingredients_2","green","spicy","eat","fresh","healthy","ingredients_3","coffee","breakfast","food","omlet","quick","ingredients_4","green","fresh","uncooked","spicy","raw","test_0","festival","eatable","variety","professional","colorful","test_1","restaurant","costly","western","party","love","test_2","chinese","breakfast","dumbling","rolls","steam cooked","test_3","sushi","raw","fish","japan","salmon","test_4","chinese","breakfast","kimchi","little","hungry","2"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","386CSBG1OZLYLBB1L9DRGL7L3ROQ6L","A191JFTJ4GQFN8","Submitted","Fri Mar 28 04:02:33 GMT 2014","Fri Mar 28 04:10:44 GMT 2014","Fri Apr 11 21:10:44 PDT 2014","","","","491","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","RED","DRAGON","DANCE","FESTIVAL","CHINA","cultural_1","BLUE","MEN","DANCE","KOZACHOK","LEG KICK","cultural_2","MEXICO","GUITAR","Mariachi","SOMBRERO","VIOLIN","cultural_3","BRITISH","HUNTING","FOX","HORSE","DOGS","cultural_4","RODEO","COWBOWY","HORSE","TEXAS","WESTERN","test_0","INDIA","CURRY","Ganesha","CHICKEN","FEAST","test_1","PIZZA","PASTA","WINE","CALAZONE","ITALIAN","test_2","CHINESE","EGGROLLS","DUMPLINGS","FRIED","FOOD","test_3","JAPANESE","SUSHI","TUNA","SALMON","SHRIMP","test_4","RUSSIA","Matryoshka doll","BORSH","STEW","BREAD","6"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","392CY0QWG1Q7PQJ4PDF3ALWLHST4I8","A20WOJ4KY8U33L","Submitted","Fri Mar 28 11:43:58 GMT 2014","Fri Mar 28 12:00:12 GMT 2014","Sat Apr 12 05:00:12 PDT 2014","","","","974","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","peanuts","almonds","cashew","nuts","macademia","ingredients_1","burger recipe","burger patty","ground beef","condiments","burger patty ingredients","ingredients_2","green lemon","onion","jalapeno","chili","peppers","ingredients_3","ingredients","baking","chocolate cake recipe","flour","chocolate powder","ingredients_4","parsley","calamondin","chili","onions","garlic","test_0","Elephant statue","Thailand","Thai Cuisine","Hot dishes","delicacies","test_1","spaghetti with meat balls","vegetable salad","pizza","bread","french bread","test_2","asian dishes","chinese cuisine","dumplings","siomai","spring rolls","test_3","japanese food","maki","sashimi","salmon","japanese tofu","test_4","healthy souo","bread","figurines","bowl of souo","meal","2"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","39JEC7537U0F60GJHZK488Y3G5ECVT","A13BANR12AL0ZY","Submitted","Fri Mar 28 04:02:28 GMT 2014","Fri Mar 28 04:08:43 GMT 2014","Fri Apr 11 21:08:43 PDT 2014","","","","375","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","Peaunuts","Nuts","Cashews","Almonds","Salty","ingredients_1","Meat","Spices","Bread","Plate","Tasty","ingredients_2","Peppers","Green","Lime","Onion","Garlic","ingredients_3","Powder","Baking","Sugar","Butter","Eggs","ingredients_4","Vegtable","Green","Healthy","Food","Lettuce","test_0","Chinese","Food","Meat","Sauce","Gold","test_1","Picnic","Sandwhich","Speghetti","Soup","Pizza","test_2","Egg Roll","Food","Plate","Tasty","Asian","test_3","Shrimp","Seafood","Food","Fish","Sushi","test_4","Food","Random","Bread","Soup","Red","4"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","39L1G8WVWQQB7O42HSPE8HNTLPN13Q","A2CN8507Y4PBRB","Submitted","Fri Mar 28 06:36:40 GMT 2014","Fri Mar 28 06:40:07 GMT 2014","Fri Apr 11 23:40:07 PDT 2014","","","","207","0% (0/0)","0% (0/0)","0% (0/0)","cultural_0","china","dragon","festival","people","chinese","cultural_1","performance","blue","dance","wood floor","teens","cultural_2","mexico","guitar","sombrero","mariachi","singing","cultural_3","hunting","dogs","horses","hats","coats","cultural_4","western","cowboy","horse","rodeo","hat","test_0","food","god","red","spices","East Asia","test_1","italian","wine","food","pasta","pizza","test_2","food","fried","dough","rolls","plates","test_3","sushi","japan","japanese","fish","shrimp","test_4","russian","matrishka","nesting dolls","soup","bread","1"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","39RP059MEHSD68U4P7NIAS988TPBMW","A3FMVGPLM6G2R8","Submitted","Fri Mar 28 11:04:48 GMT 2014","Fri Mar 28 11:11:41 GMT 2014","Sat Apr 12 04:11:41 PDT 2014","","","","413","100% (57/57)","100% (4/4)","0% (0/0)","ingredients_0","badam","peanuts","cashew","nuts","groundnut","ingredients_1","rice","dal","beef","butter","rasam","ingredients_2","garlic","greenchilli","lemon","capsicum","onion","ingredients_3","egg","milk","cornflour","water","salt","ingredients_4","greenchilli","oil","corianderleaves","ginger","onion","test_0","kesari","chutney","dal","samosa","pongal","test_1","panipuri","samosa","pizza","pasta","dumbpling","test_2","roll","kachori","sweet","kolukattai","cake","test_3","prawn","fish","leaves","butter","cucumber","test_4","soup","pepper","salt","chilli sauce","tomatosauce","2"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","3A4NIXBJ76YPJHGGGKCCOV5DJLGML2","A73ITJ4GZGQBI","Submitted","Fri Mar 28 04:00:07 GMT 2014","Fri Mar 28 04:03:38 GMT 2014","Fri Apr 11 21:03:38 PDT 2014","","","","211","0% (0/0)","0% (0/0)","0% (0/0)","ingredients_0","nuts","almonds","peanuts","seeds","food","ingredients_1","bread","meat","eggs","flour","vanilla","ingredients_2","pepper","vegetable","lime","garlic","onion","ingredients_3","flour","butter","cocoa","chocolate","eggs","ingredients_4","cilantro","onion","lime","jalapeno","garlic","test_0","meat","sauce","food","rice","dip","test_1","pasta","meatball","pizza","sauce","bread","test_2","chinese","egg roll","chicken","meat","crab ragoon","test_3","sushi","fish","shrimp","appetizer","rice","test_4","sauce","tomato","bread","soup","condiment","4"
"3X7837UUACXFC49U0HOGV00F3QBJ6V","3WROYBU7BLSAFQQMT4KPYIP5WACCDY","Tag images with words!","We'll show you a series of 10 images, and ask you to tag each one with 5 words.","image tag label labelling picture keyword visual text","$0.20","Fri Mar 28 03:56:06 GMT 2014","900","BatchId:1472441;","1200","1296000","Fri Mar 28 18:12:34 GMT 2014","","","3A9AA95ATWLH2VA8GDOXOA3B32E5PL","A3JJAFR9BRLG0","Submitted","Fri Mar 28 11:08:37 GMT 2014","Fri Mar 28 11:11:53 GMT 2014","Sat Apr 12 04:11:53 PDT 2014","","","","196","0% (0/0)","0% (0/0)","0% (0/0)","ambiguous_0","hotdog","bread","salad","food","plating","ambiguous_1","pasta","fresh","vegetables","lemon","tomatto","ambiguous_2","creamy","fish","food","healthy","plating","ambiguous_3","salad","tomato","cheese","broccoli","fried","ambiguous_4","naglets","chicken","lemon","spicy","fresh","test_0","god","lord","samosa","prayer","foods","test_1","wine","party","pizza","treat","foods","test_2","variety","food","traditional","spicy","sweet","test_3","sweets","fish","prsentation","platting","food","test_4","doll","rusion","soup","bread","food","5"
